Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
183.0,Thomas Bryant,25.0,2TM,C,59.0,26.0,18.3,3.9,6.3,0.623,0.4,1.0,0.441,3.5,5.3,0.658,0.659,1.6,2.1,0.738,1.5,4.3,5.7,0.5,0.3,0.5,0.6,1.7,9.8,
183.0,Thomas Bryant,25.0,LAL,C,41.0,25.0,21.4,4.8,7.3,0.654,0.5,1.2,0.44,4.3,6.1,0.697,0.691,2.0,2.6,0.741,1.6,5.2,6.8,0.7,0.3,0.6,0.7,1.9,12.1,
183.0,Thomas Bryant,25.0,DEN,C,18.0,1.0,11.4,1.8,3.8,0.485,0.2,0.5,0.444,1.6,3.3,0.492,0.515,0.7,1.0,0.722,1.1,2.3,3.3,0.1,0.1,0.4,0.6,1.4,4.6,
184.0,Josh Hart,27.0,2TM,SF,76.0,52.0,32.3,3.6,6.8,0.529,0.8,2.2,0.372,2.8,4.7,0.601,0.588,1.7,2.3,0.75,1.9,5.9,7.8,3.8,1.2,0.3,1.5,2.6,9.8,
184.0,Josh Hart,27.0,POR,SF,51.0,51.0,33.4,3.6,7.1,0.504,0.7,2.2,0.304,2.9,4.9,0.594,0.551,1.7,2.3,0.731,1.9,6.3,8.2,3.9,1.1,0.2,1.5,2.6,9.5,
184.0,Josh Hart,27.0,NYK,SF,25.0,1.0,30.0,3.7,6.3,0.586,1.1,2.1,0.519,2.6,4.2,0.619,0.672,1.8,2.3,0.789,1.9,5.2,7.0,3.6,1.4,0.5,1.5,2.5,10.2,
185.0,Al Horford,36.0,BOS,C,63.0,63.0,30.5,3.6,7.6,0.476,2.3,5.2,0.446,1.3,2.4,0.539,0.627,0.2,0.3,0.714,1.2,5.0,6.2,3.0,0.5,1.0,0.6,1.9,9.8,
186.0,Herbert Jones,24.0,NOP,PF,66.0,66.0,29.6,3.6,7.6,0.469,0.8,2.5,0.335,2.7,5.1,0.536,0.525,1.9,2.4,0.764,1.5,2.6,4.1,2.5,1.6,0.6,1.3,3.2,9.8,
187.0,Julian Champagnie,21.0,2TM,SF,17.0,3.0,18.8,3.5,7.6,0.454,1.9,4.8,0.402,1.5,2.8,0.542,0.581,0.8,1.0,0.824,0.6,2.9,3.5,0.6,0.4,0.3,0.6,1.5,9.7,
187.0,Julian Champagnie,21.0,PHI,SF,2.0,0.0,3.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,
187.0,Julian Champagnie,21.0,SAS,SF,15.0,3.0,20.9,3.9,8.5,0.461,2.2,5.4,0.407,1.7,3.1,0.553,0.59,0.9,1.1,0.824,0.7,3.3,4.0,0.7,0.3,0.3,0.7,1.7,11.0,
188.0,Cam Reddish,23.0,2TM,SF,40.0,20.0,24.8,3.5,7.8,0.446,1.1,3.6,0.313,2.4,4.2,0.56,0.518,1.6,1.9,0.853,0.5,1.8,2.2,1.4,1.0,0.4,1.2,1.8,9.7,
188.0,Cam Reddish,23.0,NYK,SF,20.0,8.0,21.9,3.1,6.8,0.449,0.9,2.8,0.304,2.2,4.0,0.55,0.511,1.5,1.7,0.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4,
188.0,Cam Reddish,23.0,POR,SF,20.0,12.0,27.6,3.9,8.8,0.443,1.4,4.4,0.318,2.5,4.4,0.568,0.523,1.8,2.1,0.833,0.6,2.3,2.9,1.9,1.2,0.3,1.6,2.0,11.0,
189.0,Keita Bates-Diop,27.0,SAS,PF,67.0,42.0,21.7,3.5,6.9,0.508,0.8,2.1,0.394,2.7,4.8,0.557,0.568,1.8,2.2,0.793,1.0,2.7,3.7,1.5,0.7,0.3,0.8,0.9,9.7,
190.0,Coby White,22.0,CHI,SG,74.0,2.0,23.4,3.6,8.0,0.443,1.7,4.6,0.372,1.8,3.4,0.54,0.551,0.8,0.9,0.871,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.6,9.7,
191.0,Caleb Martin,27.0,MIA,SF,71.0,49.0,29.3,3.6,7.7,0.464,1.2,3.3,0.356,2.4,4.4,0.545,0.54,1.3,1.6,0.805,1.2,3.6,4.8,1.6,1.0,0.4,1.1,2.0,9.6,
192.0,Isaiah Joe,23.0,OKC,SG,73.0,10.0,19.1,3.1,7.0,0.441,2.2,5.4,0.409,0.9,1.6,0.553,0.599,1.1,1.4,0.82,0.4,2.0,2.4,1.2,0.7,0.1,0.5,1.4,9.5,
193.0,Andrew Nembhard,23.0,IND,SG,75.0,63.0,27.6,3.8,8.6,0.441,1.2,3.5,0.35,2.6,5.1,0.504,0.512,0.7,0.8,0.79,0.5,2.2,2.7,4.5,0.9,0.2,1.7,2.4,9.5,
194.0,Jalen McDaniels,25.0,2TM,SF,80.0,24.0,23.9,3.5,7.7,0.455,1.0,2.9,0.332,2.6,4.8,0.53,0.518,1.5,1.7,0.841,0.8,3.5,4.3,1.6,1.0,0.4,1.2,2.6,9.4,
194.0,Jalen McDaniels,25.0,CHO,SF,56.0,21.0,26.7,3.9,8.8,0.447,1.2,3.6,0.322,2.8,5.2,0.534,0.513,1.6,1.9,0.846,0.8,4.0,4.8,2.0,1.2,0.5,1.4,2.8,10.6,
194.0,Jalen McDaniels,25.0,PHI,SF,24.0,3.0,17.5,2.5,5.1,0.488,0.5,1.3,0.4,2.0,3.9,0.516,0.537,1.2,1.4,0.824,0.8,2.4,3.2,0.8,0.7,0.2,0.5,2.1,6.7,
195.0,Kyle Anderson,29.0,MIN,PF,69.0,46.0,28.4,3.7,7.2,0.509,0.6,1.5,0.41,3.0,5.7,0.536,0.553,1.4,2.0,0.735,1.0,4.4,5.3,4.9,1.1,0.9,1.5,2.1,9.4,
196.0,Chris Boucher,30.0,TOR,PF,76.0,0.0,20.0,3.4,7.0,0.493,0.8,2.5,0.328,2.6,4.5,0.585,0.552,1.7,2.2,0.762,2.1,3.5,5.5,0.4,0.6,0.8,0.5,1.9,9.4,
197.0,Donte DiVincenzo,26.0,GSW,SG,72.0,36.0,26.3,3.3,7.5,0.435,2.1,5.3,0.397,1.2,2.3,0.525,0.574,0.8,1.0,0.817,1.1,3.4,4.5,3.5,1.3,0.1,1.6,1.8,9.4,
198.0,Jalen Smith,22.0,IND,C,68.0,31.0,18.8,3.6,7.5,0.476,0.8,2.8,0.283,2.8,4.7,0.593,0.53,1.5,2.0,0.759,1.9,3.9,5.8,1.0,0.3,0.9,1.1,2.3,9.4,
199.0,Gabe Vincent,26.0,MIA,PG,68.0,34.0,25.9,3.4,8.3,0.402,1.7,5.1,0.334,1.6,3.2,0.512,0.505,1.0,1.1,0.872,0.4,1.7,2.1,2.5,0.9,0.1,1.4,2.3,9.4,
200.0,Luke Kennard,26.0,2TM,SG,59.0,14.0,22.3,3.2,6.5,0.492,2.3,4.6,0.494,0.9,1.9,0.487,0.666,0.6,0.7,0.949,0.3,2.4,2.7,1.5,0.5,0.1,0.8,1.4,9.3,
200.0,Luke Kennard,26.0,LAC,SG,35.0,11.0,20.7,2.8,6.0,0.464,1.7,3.8,0.447,1.1,2.3,0.494,0.604,0.5,0.6,0.95,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8,
200.0,Luke Kennard,26.0,MEM,SG,24.0,3.0,24.6,3.8,7.1,0.526,3.1,5.7,0.54,0.7,1.4,0.471,0.743,0.8,0.8,0.947,0.4,2.8,3.1,2.3,0.5,0.0,0.7,1.5,11.3,
201.0,Hamidou Diallo,24.0,DET,SF,56.0,0.0,17.8,3.8,6.7,0.573,0.1,0.4,0.238,3.8,6.3,0.593,0.58,1.6,2.6,0.588,1.0,2.4,3.5,1.0,0.9,0.3,1.3,2.2,9.3,
202.0,Tari Eason,21.0,HOU,PF,82.0,5.0,21.5,3.6,8.0,0.448,0.7,2.1,0.343,2.9,6.0,0.486,0.493,1.3,1.8,0.752,2.4,3.7,6.0,1.1,1.2,0.6,1.2,2.3,9.3,
203.0,Precious Achiuwa,23.0,TOR,C,55.0,12.0,20.7,3.6,7.3,0.485,0.5,2.0,0.269,3.0,5.4,0.564,0.521,1.6,2.3,0.702,1.8,4.1,6.0,0.9,0.6,0.5,1.1,1.9,9.2,
204.0,Deni Avdija,22.0,WAS,SF,76.0,40.0,26.6,3.3,7.6,0.437,0.9,3.1,0.297,2.4,4.6,0.53,0.497,1.6,2.2,0.739,1.0,5.4,6.4,2.8,0.9,0.4,1.6,2.8,9.2,
205.0,Seth Curry,32.0,BRK,SG,61.0,7.0,19.9,3.4,7.4,0.463,1.5,3.8,0.405,1.9,3.6,0.525,0.568,0.8,0.9,0.927,0.2,1.4,1.6,1.6,0.6,0.1,0.8,1.6,9.2,
206.0,Walker Kessler,21.0,UTA,C,74.0,40.0,23.0,4.0,5.6,0.72,0.0,0.0,0.333,4.0,5.6,0.723,0.721,1.1,2.1,0.516,3.1,5.3,8.4,0.9,0.4,2.3,0.8,2.3,9.2,ROY-3
207.0,Bol Bol,23.0,ORL,PF,70.0,33.0,21.5,3.7,6.8,0.546,0.4,1.6,0.265,3.3,5.2,0.633,0.577,1.2,1.5,0.759,1.0,4.8,5.8,1.0,0.4,1.2,1.6,1.3,9.1,
208.0,Jalen Duren,19.0,DET,C,67.0,31.0,24.9,3.9,5.9,0.648,0.0,0.0,0.0,3.9,5.9,0.652,0.648,1.4,2.3,0.611,3.4,5.5,8.9,1.1,0.7,0.9,1.4,2.7,9.1,
209.0,Josh Green,22.0,DAL,SG,60.0,21.0,25.7,3.4,6.4,0.537,1.1,2.8,0.402,2.3,3.6,0.643,0.626,1.1,1.6,0.723,0.9,2.1,3.0,1.7,0.7,0.1,1.2,2.6,9.1,
210.0,Naji Marshall,25.0,NOP,SF,77.0,21.0,23.3,3.2,7.4,0.433,0.9,2.8,0.303,2.4,4.6,0.513,0.49,1.8,2.3,0.789,0.6,3.0,3.6,2.5,0.7,0.2,1.3,1.5,9.1,
211.0,Taurean Prince,28.0,MIN,PF,54.0,4.0,22.1,3.3,7.0,0.467,1.4,3.6,0.381,1.9,3.4,0.557,0.565,1.2,1.4,0.844,0.3,2.2,2.4,1.6,0.5,0.3,1.3,2.3,9.1,
212.0,Jae'Sean Tate,27.0,HOU,SF,31.0,7.0,21.8,3.5,7.4,0.48,0.4,1.5,0.283,3.1,5.9,0.53,0.509,1.6,2.2,0.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4,9.1,
213.0,Santi Aldama,22.0,MEM,PF,77.0,20.0,21.8,3.2,6.8,0.47,1.2,3.5,0.353,2.0,3.4,0.591,0.56,1.4,1.9,0.75,1.1,3.7,4.8,1.3,0.6,0.6,0.8,1.9,9.0,
214.0,Jose Alvarado,24.0,NOP,PG,61.0,10.0,21.5,3.3,8.0,0.411,1.4,4.0,0.336,1.9,4.0,0.488,0.496,1.1,1.3,0.813,0.5,1.9,2.3,3.0,1.1,0.2,1.3,2.0,9.0,
215.0,Daniel Gafford,24.0,WAS,C,78.0,47.0,20.6,3.7,5.1,0.732,0.0,0.0,,3.7,5.1,0.732,0.732,1.6,2.4,0.679,2.1,3.5,5.6,1.1,0.4,1.3,1.1,2.4,9.0,
216.0,Mark Williams,21.0,CHO,C,43.0,17.0,19.3,3.7,5.8,0.637,0.0,0.0,,3.7,5.8,0.637,0.637,1.6,2.3,0.691,2.2,4.9,7.1,0.4,0.7,1.0,0.9,2.2,9.0,
217.0,AJ Griffin,19.0,ATL,SF,72.0,12.0,19.5,3.4,7.4,0.465,1.4,3.6,0.39,2.0,3.8,0.536,0.56,0.6,0.7,0.894,0.5,1.6,2.1,1.0,0.6,0.2,0.6,1.2,8.9,
218.0,Jaden Hardy,20.0,DAL,SG,48.0,5.0,14.8,3.0,6.9,0.438,1.3,3.3,0.404,1.7,3.7,0.469,0.533,1.4,1.6,0.823,0.2,1.6,1.9,1.4,0.4,0.1,1.0,1.3,8.8,
219.0,Shaquille Harrison,29.0,POR,SG,5.0,0.0,24.0,3.0,7.2,0.417,0.6,2.0,0.3,2.4,5.2,0.462,0.458,2.2,3.0,0.733,0.2,4.2,4.4,6.0,2.2,0.4,1.2,2.4,8.8,
220.0,Terance Mann,26.0,LAC,SG,81.0,36.0,23.1,3.4,6.5,0.519,1.0,2.4,0.389,2.4,4.0,0.598,0.593,1.1,1.5,0.78,1.0,2.5,3.4,2.3,0.5,0.3,1.0,1.8,8.8,
221.0,Royce O'Neale,29.0,BRK,SF,76.0,53.0,31.7,3.0,7.8,0.386,2.1,5.5,0.389,0.9,2.3,0.379,0.524,0.7,0.9,0.725,0.7,4.3,5.1,3.7,0.9,0.6,1.5,3.1,8.8,
222.0,Dennis Smith Jr.,25.0,CHO,PG,54.0,15.0,25.7,3.4,8.4,0.412,0.4,2.1,0.216,3.0,6.3,0.475,0.438,1.4,2.0,0.736,0.5,2.6,3.1,4.8,1.4,0.5,1.5,2.3,8.8,
223.0,Jordan Nwora,24.0,2TM,SF,62.0,14.0,19.2,3.1,7.2,0.436,1.4,3.4,0.408,1.7,3.8,0.462,0.533,1.1,1.4,0.791,0.8,2.9,3.7,1.4,0.4,0.2,1.1,1.2,8.7,
223.0,Jordan Nwora,24.0,MIL,SF,38.0,3.0,15.7,2.0,5.2,0.386,1.1,2.7,0.392,0.9,2.5,0.379,0.487,1.0,1.1,0.86,0.8,2.3,3.1,1.0,0.3,0.2,0.9,0.9,6.0,
223.0,Jordan Nwora,24.0,IND,SF,24.0,11.0,24.6,4.9,10.3,0.476,1.9,4.5,0.422,3.0,5.8,0.518,0.569,1.3,1.8,0.721,0.9,3.8,4.7,2.1,0.5,0.3,1.3,1.7,13.0,
224.0,T.J. McConnell,30.0,IND,PG,75.0,6.0,20.3,3.8,6.9,0.543,0.3,0.8,0.441,3.4,6.2,0.556,0.568,0.8,0.9,0.853,0.6,2.5,3.1,5.3,1.1,0.1,1.9,1.4,8.7,
225.0,Cedi Osman,27.0,CLE,SF,77.0,2.0,20.1,3.1,6.9,0.451,1.5,4.1,0.372,1.6,2.8,0.564,0.56,1.0,1.4,0.694,0.3,2.0,2.3,1.5,0.5,0.1,0.7,1.6,8.7,
226.0,Landry Shamet,25.0,PHO,SG,40.0,9.0,20.2,2.8,7.5,0.377,1.9,5.0,0.377,1.0,2.5,0.376,0.502,1.1,1.3,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,1.5,8.7,
227.0,Steven Adams,29.0,MEM,C,42.0,42.0,27.0,3.7,6.3,0.597,0.0,0.0,0.0,3.7,6.2,0.599,0.597,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6,
228.0,Ayo Dosunmu,23.0,CHI,SG,80.0,51.0,26.2,3.5,7.1,0.493,0.7,2.4,0.312,2.8,4.8,0.583,0.545,0.8,1.0,0.805,0.6,2.2,2.8,2.6,0.8,0.3,1.2,2.3,8.6,
229.0,Draymond Green,32.0,GSW,PF,73.0,73.0,31.5,3.4,6.5,0.527,0.5,1.8,0.305,2.9,4.7,0.612,0.57,1.1,1.5,0.713,0.9,6.3,7.2,6.8,1.0,0.8,2.8,3.1,8.5,"DPOY-4,DEF2"
230.0,Shake Milton,26.0,PHI,SG,76.0,11.0,20.6,3.2,6.6,0.479,0.7,1.9,0.378,2.4,4.7,0.521,0.535,1.3,1.5,0.853,0.5,2.0,2.5,3.2,0.3,0.2,1.2,1.6,8.4,
231.0,Dorian Finney-Smith,29.0,2TM,PF,66.0,66.0,30.4,3.0,7.6,0.391,1.7,5.1,0.337,1.2,2.5,0.503,0.505,0.7,0.9,0.763,1.7,3.1,4.8,1.5,0.8,0.5,0.9,2.2,8.3,
231.0,Dorian Finney-Smith,29.0,DAL,PF,40.0,40.0,32.2,3.2,7.8,0.416,1.9,5.4,0.355,1.3,2.3,0.559,0.54,0.8,1.0,0.75,1.7,3.0,4.7,1.5,1.0,0.5,0.9,2.0,9.1,
231.0,Dorian Finney-Smith,29.0,BRK,PF,26.0,26.0,27.7,2.6,7.3,0.351,1.4,4.7,0.306,1.2,2.7,0.429,0.448,0.6,0.7,0.789,1.8,3.1,4.9,1.6,0.7,0.6,1.0,2.5,7.2,
232.0,Terrence Ross,31.0,2TM,SG,63.0,9.0,21.1,3.2,7.4,0.43,1.5,4.1,0.368,1.7,3.3,0.507,0.532,0.4,0.5,0.794,0.3,2.1,2.4,1.5,0.6,0.2,0.7,1.5,8.3,
232.0,Terrence Ross,31.0,ORL,SG,42.0,9.0,22.5,3.1,7.1,0.431,1.5,3.8,0.381,1.6,3.3,0.489,0.533,0.4,0.5,0.75,0.2,1.8,2.0,1.3,0.6,0.2,0.9,1.3,8.0,
232.0,Terrence Ross,31.0,PHO,SG,21.0,0.0,18.4,3.4,7.9,0.428,1.6,4.7,0.347,1.8,3.2,0.544,0.53,0.6,0.7,0.857,0.6,2.7,3.3,2.0,0.5,0.1,0.3,2.1,9.0,
233.0,Gary Harris,28.0,ORL,SG,48.0,42.0,24.7,2.9,6.4,0.45,2.0,4.5,0.431,0.9,1.9,0.494,0.603,0.6,0.6,0.9,0.4,1.6,2.0,1.2,0.9,0.3,0.6,1.9,8.3,
234.0,Kevin Love,34.0,2TM,PF,62.0,20.0,20.0,2.7,6.8,0.389,1.6,4.8,0.334,1.1,2.1,0.516,0.506,1.3,1.5,0.879,1.0,5.5,6.4,1.9,0.3,0.2,1.1,1.6,8.2,
234.0,Kevin Love,34.0,CLE,PF,41.0,3.0,20.0,2.7,7.0,0.389,1.7,4.8,0.354,1.0,2.2,0.467,0.511,1.4,1.5,0.889,1.0,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5,
234.0,Kevin Love,34.0,MIA,PF,21.0,17.0,20.0,2.6,6.6,0.388,1.4,4.8,0.297,1.1,1.8,0.632,0.496,1.1,1.3,0.857,0.8,4.9,5.7,1.9,0.4,0.2,1.1,1.5,7.7,
235.0,Damion Lee,30.0,PHO,SG,74.0,5.0,20.4,2.7,6.1,0.442,1.5,3.3,0.445,1.2,2.8,0.439,0.564,1.3,1.4,0.904,0.5,2.5,3.0,1.3,0.4,0.1,1.1,1.6,8.2,
236.0,Georges Niang,29.0,PHI,PF,78.0,1.0,19.4,2.8,6.4,0.442,2.0,4.9,0.401,0.9,1.5,0.576,0.596,0.5,0.6,0.867,0.2,2.1,2.4,1.0,0.4,0.2,0.7,1.9,8.2,
237.0,Nick Richards,25.0,CHO,C,65.0,9.0,18.7,3.0,4.8,0.629,0.0,0.0,1.0,3.0,4.8,0.628,0.631,2.1,2.8,0.749,2.3,4.1,6.4,0.6,0.2,1.1,0.9,2.4,8.2,
238.0,Aleksej Pokusevski,21.0,OKC,PF,34.0,25.0,20.6,3.2,7.3,0.434,1.1,3.1,0.365,2.1,4.3,0.483,0.51,0.6,1.0,0.629,1.3,3.4,4.7,1.9,0.6,1.3,1.3,1.7,8.1,
239.0,Grant Williams,24.0,BOS,PF,79.0,23.0,25.9,2.7,6.0,0.454,1.5,3.7,0.395,1.3,2.3,0.546,0.575,1.2,1.5,0.77,1.1,3.5,4.6,1.7,0.5,0.4,1.0,2.4,8.1,
240.0,Jevon Carter,27.0,MIL,PG,81.0,39.0,22.3,3.0,7.0,0.423,1.8,4.2,0.421,1.2,2.8,0.425,0.549,0.4,0.5,0.816,0.4,2.1,2.5,2.4,0.8,0.4,1.0,2.0,8.0,
241.0,Kemba Walker,32.0,DAL,PG,9.0,1.0,16.0,2.7,6.3,0.421,0.8,3.1,0.25,1.9,3.2,0.586,0.482,1.9,2.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8.0,
242.0,Kenrich Williams,28.0,OKC,PF,53.0,10.0,22.8,3.4,6.5,0.517,0.9,2.5,0.373,2.4,4.0,0.608,0.59,0.3,0.7,0.436,1.8,3.1,4.9,2.0,0.8,0.3,0.6,2.1,8.0,
243.0,Robert Williams,25.0,BOS,C,35.0,20.0,23.5,3.6,4.9,0.747,0.0,0.0,0.0,3.6,4.8,0.751,0.747,0.7,1.2,0.61,3.0,5.4,8.3,1.4,0.6,1.4,1.0,1.9,8.0,
244.0,Gabe York,29.0,IND,SG,3.0,0.0,18.7,2.7,7.0,0.381,2.0,6.0,0.333,0.7,1.0,0.667,0.524,0.7,0.7,1.0,0.0,2.0,2.0,1.7,0.7,0.0,0.0,1.7,8.0,
245.0,Jarred Vanderbilt,23.0,2TM,PF,78.0,65.0,24.1,3.2,5.8,0.548,0.4,1.2,0.322,2.8,4.6,0.604,0.58,1.2,1.8,0.691,2.2,5.3,7.5,2.4,1.1,0.3,1.2,2.4,7.9,
245.0,Jarred Vanderbilt,23.0,UTA,PF,52.0,41.0,24.1,3.3,6.0,0.556,0.4,1.1,0.333,3.0,4.9,0.606,0.587,1.3,2.0,0.657,2.3,5.5,7.9,2.7,1.0,0.3,1.3,2.6,8.3,
245.0,Jarred Vanderbilt,23.0,LAL,PF,26.0,24.0,24.0,2.8,5.4,0.529,0.4,1.3,0.303,2.5,4.1,0.598,0.564,1.1,1.4,0.784,1.9,4.8,6.7,1.6,1.2,0.2,1.1,2.2,7.2,
246.0,Ochai Agbaji,22.0,UTA,SG,59.0,22.0,20.5,2.8,6.5,0.427,1.4,3.9,0.355,1.4,2.7,0.532,0.532,0.9,1.2,0.812,0.7,1.3,2.1,1.1,0.3,0.3,0.7,1.7,7.9,
247.0,Chris Duarte,25.0,IND,SF,46.0,12.0,19.5,2.7,7.2,0.369,1.2,3.8,0.316,1.5,3.5,0.428,0.452,1.3,1.6,0.847,0.4,2.1,2.5,1.4,0.5,0.2,0.9,1.4,7.9,
248.0,Duane Washington Jr.,22.0,PHO,SG,31.0,3.0,12.7,3.0,8.3,0.367,1.3,3.6,0.36,1.7,4.7,0.372,0.445,0.5,0.8,0.667,0.1,1.1,1.2,2.0,0.2,0.1,1.1,0.7,7.9,
249.0,Jeff Green,36.0,DEN,PF,56.0,4.0,19.5,2.9,5.9,0.488,0.5,1.9,0.288,2.3,4.0,0.58,0.534,1.6,2.1,0.744,0.7,1.9,2.6,1.2,0.3,0.3,0.8,1.8,7.8,
250.0,Tre Mann,21.0,OKC,PG,67.0,5.0,17.7,2.9,7.5,0.393,1.2,3.8,0.315,1.7,3.6,0.475,0.474,0.6,0.8,0.764,0.4,1.9,2.3,1.8,0.6,0.2,0.9,1.5,7.7,
251.0,Pat Connaughton,30.0,MIL,SF,61.0,33.0,23.7,2.7,6.9,0.392,1.8,5.3,0.339,0.9,1.6,0.566,0.521,0.4,0.7,0.659,0.8,3.8,4.6,1.3,0.6,0.2,0.5,1.1,7.6,
252.0,Joe Harris,31.0,BRK,SF,74.0,33.0,20.6,2.7,5.9,0.457,1.9,4.5,0.426,0.8,1.4,0.551,0.618,0.2,0.4,0.643,0.3,1.9,2.2,1.4,0.5,0.2,0.6,1.9,7.6,
253.0,Trey Lyles,27.0,SAC,PF,74.0,0.0,16.9,2.5,5.5,0.458,1.2,3.2,0.363,1.4,2.3,0.595,0.565,1.4,1.7,0.815,0.9,3.1,4.1,0.9,0.4,0.4,0.9,1.3,7.6,
254.0,T.J. Warren,29.0,2TM,PF,42.0,0.0,16.4,3.1,6.4,0.489,0.5,1.6,0.328,2.6,4.8,0.542,0.53,0.7,0.8,0.8,0.6,2.3,2.9,1.0,0.5,0.3,0.5,1.5,7.5,
254.0,T.J. Warren,29.0,BRK,PF,26.0,0.0,18.8,3.9,7.7,0.51,0.6,1.8,0.333,3.3,5.8,0.566,0.55,1.0,1.3,0.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,1.7,9.5,
254.0,T.J. Warren,29.0,PHO,SF,16.0,0.0,12.3,1.9,4.4,0.429,0.4,1.2,0.316,1.5,3.2,0.471,0.471,0.1,0.1,0.5,0.8,2.3,3.1,0.7,0.4,0.3,0.2,1.3,4.2,
255.0,Devonte' Graham,27.0,2TM,PG,73.0,8.0,18.3,2.2,5.9,0.374,1.6,4.6,0.352,0.6,1.3,0.452,0.512,1.3,1.8,0.748,0.3,1.4,1.7,2.7,0.6,0.2,0.7,1.1,7.4,
255.0,Devonte' Graham,27.0,NOP,PG,53.0,0.0,15.3,1.6,4.4,0.368,1.2,3.6,0.347,0.4,0.8,0.463,0.511,0.8,1.1,0.746,0.2,1.1,1.4,2.2,0.6,0.2,0.5,0.9,5.3,
255.0,Devonte' Graham,27.0,SAS,PG,20.0,8.0,26.4,3.8,10.0,0.38,2.7,7.4,0.358,1.2,2.6,0.442,0.513,2.7,3.6,0.75,0.4,2.2,2.5,4.0,0.8,0.3,1.3,1.6,13.0,
256.0,Torrey Craig,32.0,PHO,PF,79.0,60.0,24.7,2.9,6.3,0.456,1.3,3.2,0.395,1.6,3.1,0.518,0.556,0.4,0.6,0.711,1.8,3.6,5.4,1.5,0.6,0.8,0.9,2.3,7.4,
257.0,Mitchell Robinson,24.0,NYK,C,59.0,58.0,27.0,3.2,4.7,0.671,0.0,0.0,,3.2,4.7,0.671,0.671,1.0,2.1,0.484,4.5,4.9,9.4,0.9,0.9,1.8,0.7,2.7,7.4,
258.0,Obi Toppin,24.0,NYK,PF,67.0,5.0,15.7,2.8,6.3,0.446,1.3,3.7,0.344,1.5,2.6,0.593,0.548,0.6,0.7,0.809,0.4,2.4,2.8,1.0,0.3,0.2,0.6,1.0,7.4,
259.0,Trendon Watford,22.0,POR,PF,62.0,12.0,19.1,2.9,5.2,0.56,0.4,1.0,0.391,2.5,4.2,0.602,0.599,1.2,1.6,0.72,0.7,3.2,3.8,2.1,0.5,0.2,1.1,1.9,7.4,
260.0,Delon Wright,30.0,WAS,PG,50.0,14.0,24.4,2.8,5.8,0.474,0.8,2.4,0.345,1.9,3.4,0.564,0.545,1.0,1.2,0.867,1.2,2.4,3.6,3.9,1.8,0.3,0.9,1.2,7.4,
261.0,Jay Huff,24.0,WAS,C,7.0,0.0,13.6,2.1,3.6,0.6,0.9,1.7,0.5,1.3,1.9,0.692,0.72,2.1,2.3,0.938,0.9,2.1,3.0,1.4,0.4,0.6,0.7,2.1,7.3,
262.0,Josh Okogie,24.0,PHO,SG,72.0,26.0,18.8,2.3,5.8,0.391,0.9,2.7,0.335,1.3,3.0,0.442,0.471,1.9,2.7,0.724,1.5,2.0,3.5,1.5,0.8,0.5,0.9,1.6,7.3,
263.0,Reggie Bullock,31.0,DAL,SF,78.0,55.0,30.3,2.5,6.0,0.409,1.9,5.1,0.38,0.5,0.9,0.562,0.569,0.3,0.5,0.703,0.4,3.2,3.6,1.4,0.7,0.2,0.5,2.1,7.2,
264.0,Isaiah Jackson,21.0,IND,C,63.0,12.0,16.5,2.8,5.0,0.563,0.0,0.2,0.143,2.8,4.8,0.582,0.566,1.5,2.3,0.651,1.8,2.7,4.5,0.8,0.5,1.5,0.8,2.4,7.2,
265.0,Kendrick Nunn,27.0,2TM,SG,70.0,2.0,13.8,2.7,6.4,0.424,1.1,3.2,0.354,1.6,3.2,0.493,0.512,0.5,0.6,0.854,0.2,1.3,1.6,1.3,0.4,0.1,0.9,0.9,7.1,
265.0,Kendrick Nunn,27.0,LAL,SG,39.0,2.0,13.5,2.6,6.4,0.406,1.1,3.2,0.325,1.6,3.2,0.488,0.488,0.4,0.5,0.81,0.1,1.3,1.4,0.9,0.3,0.1,0.8,0.9,6.7,
265.0,Kendrick Nunn,27.0,WAS,SG,31.0,0.0,14.1,2.9,6.4,0.447,1.2,3.1,0.392,1.6,3.3,0.5,0.543,0.6,0.6,0.9,0.3,1.4,1.7,1.8,0.5,0.1,1.1,1.0,7.5,
